date,plot,range,column,scientificname,genotype,treatment,blocking_height,method,aboveground_dry_biomass,units,method_type
2017-09-11,MAC Field Scanner Season 4 Range 41 Column 7,41,7,Sorghum bicolor,PI329584,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,7196,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 44 Column 6,44,6,Sorghum bicolor,PI303658,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,31060,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 40 Column 12,40,12,Sorghum bicolor,PI510757,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,8616,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 45 Column 7,45,7,Sorghum bicolor,PI330796,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,8227,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 46 Column 5,46,5,Sorghum bicolor,PI535796,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,25210,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 51 Column 7,51,7,Sorghum bicolor,PI641830,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,14240,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 52 Column 5,52,5,Sorghum bicolor,PI330184,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,9829,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 20 Column 7,20,7,Sorghum bicolor,PI576401,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,26630,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 3 Column 14,3,14,Sorghum bicolor,PI337680,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,7683,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 9 Column 14,9,14,Sorghum bicolor,Unknown off type,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,12080,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 9 Column 15,9,15,Sorghum bicolor,PI569454,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23020,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 10 Column 12,10,12,Sorghum bicolor,PI329501,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,12180,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 14 Column 12,14,12,Sorghum bicolor,PI329605,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,13390,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 15 Column 15,15,15,Sorghum bicolor,PI506030,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,15830,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 16 Column 12,16,12,Sorghum bicolor,PI570076,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,25860,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 16 Column 14,16,14,Sorghum bicolor,PI570254,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,30150,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 16 Column 15,16,15,Sorghum bicolor,PI562991,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,12860,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 21 Column 12,21,12,Sorghum bicolor,PI329511,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,28840,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 21 Column 13,21,13,Sorghum bicolor,PI570074,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,19030,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 22 Column 15,22,15,Sorghum bicolor,PI619838,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,11240,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 23 Column 12,23,12,Sorghum bicolor,PI297130,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,34340,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 23 Column 13,23,13,Sorghum bicolor,PI651495,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22680,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 24 Column 13,24,13,Sorghum bicolor,PI329614,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,12580,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 24 Column 15,24,15,Sorghum bicolor,PI329506,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,15810,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 25 Column 15,25,15,Sorghum bicolor,PI156393,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16090,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 32 Column 14,32,14,Sorghum bicolor,PI455217,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,32390,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 33 Column 13,33,13,Sorghum bicolor,PI170787,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,21880,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 37 Column 14,37,14,Sorghum bicolor,PI569244,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,37050,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 42 Column 15,42,15,Sorghum bicolor,PI330803,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,10900,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 44 Column 13,44,13,Sorghum bicolor,PI329843,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,25300,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 48 Column 14,48,14,Sorghum bicolor,PI570085,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16930,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 29 Column 14,29,14,Sorghum bicolor,PI152965,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,16590,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 30 Column 13,30,13,Sorghum bicolor,PI511355,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22850,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 2 Column 11,2,11,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,31710,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 3 Column 10,3,10,Sorghum bicolor,PI569097,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,25140,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 4 Column 11,4,11,Sorghum bicolor,PI563338,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,32070,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 9,5,9,Sorghum bicolor,PI330168,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,25650,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 6 Column 10,6,10,Sorghum bicolor,PI563009,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,21590,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 8 Column 3,8,3,Sorghum bicolor,PI506122,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23260,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 8 Column 10,8,10,Sorghum bicolor,PI510757,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,7531,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 7 Column 13,7,13,Sorghum bicolor,PI562732,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,31570,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 7 Column 14,7,14,Sorghum bicolor,PI568717,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23270,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 10 Column 9,10,9,Sorghum bicolor,PI641909,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,35050,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 13 Column 2,13,2,Sorghum bicolor,PI297171,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,45400,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 14 Column 10,14,10,Sorghum bicolor,PI196583,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,13680,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 14 Column 11,14,11,Sorghum bicolor,PI570393,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,20780,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 9,15,9,Sorghum bicolor,PI329301,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,61030,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 15 Column 10,15,10,Sorghum bicolor,PI513898,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,5146,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 17 Column 3,17,3,Sorghum bicolor,PI329702,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23660,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 17 Column 10,17,10,Sorghum bicolor,PI569420,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,9096,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 17 Column 11,17,11,Sorghum bicolor,PI196049,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,40800,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 19 Column 3,19,3,Sorghum bicolor,PI153877,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,31890,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 22 Column 4,22,4,Sorghum bicolor,PI563006,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,32290,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 25 Column 3,25,3,Sorghum bicolor,PI585467,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16250,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 25 Column 4,25,4,Sorghum bicolor,PI337689,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27880,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 26 Column 9,26,9,Sorghum bicolor,PI506114,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22310,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 28 Column 11,28,11,Sorghum bicolor,PI229841,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,35920,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 33 Column 2,33,2,Sorghum bicolor,PI181080,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,6158,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 35 Column 3,35,3,Sorghum bicolor,PI152923,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,18160,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 36 Column 10,36,10,Sorghum bicolor,PI585452,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,12450,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 37 Column 2,37,2,Sorghum bicolor,PI562985,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,11040,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 37 Column 3,37,3,Sorghum bicolor,PI570431,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26640,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 37 Column 4,37,4,Sorghum bicolor,PI570031,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16100,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 36 Column 12,36,12,Sorghum bicolor,PI455280,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,20700,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 37 Column 10,37,10,Sorghum bicolor,PI267573,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,14630,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 38 Column 9,38,9,Sorghum bicolor,PI156463,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,26820,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 38 Column 10,38,10,Sorghum bicolor,PI535785,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,17500,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 42 Column 4,42,4,Sorghum bicolor,PI154844,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,32420,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 39 Column 14,39,14,Sorghum bicolor,PI643016,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,41100,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 42 Column 9,42,9,Sorghum bicolor,PI521280,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23820,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 43 Column 4,43,4,Sorghum bicolor,PI329711,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,31940,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 45 Column 4,45,4,Sorghum bicolor,PI570254,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,24240,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 46 Column 3,46,3,Sorghum bicolor,PI526905,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,6551,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 48 Column 10,48,10,Sorghum bicolor,PI585406,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26190,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 49 Column 9,49,9,Sorghum bicolor,PI569264,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,30460,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 49 Column 11,49,11,Sorghum bicolor,PI330833,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,10340,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 52 Column 3,52,3,Sorghum bicolor,PI562991,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17220,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 5,11,5,Sorghum bicolor,PI181083,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,26280,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 43 Column 7,43,7,Sorghum bicolor,PI329511,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,26520,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 53 Column 13,53,13,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,34620,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 30 Column 15,30,15,Sorghum bicolor,PI651491,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,25830,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 30 Column 6,30,6,Sorghum bicolor,PI297171,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,27410,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 30 Column 8,30,8,Sorghum bicolor,PI570114,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,30110,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 8,6,8,Sorghum bicolor,PI329646,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,17700,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 8,15,8,Sorghum bicolor,PI329864,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,22310,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 16 Column 8,16,8,Sorghum bicolor,PI563022,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,21800,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 19 Column 8,19,8,Sorghum bicolor,PI329545,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,21020,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 8,23,8,Sorghum bicolor,PI329519,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,26140,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 8,24,8,Sorghum bicolor,PI535795,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,21030,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 37 Column 8,37,8,Sorghum bicolor,PI562970,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,20910,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 41 Column 8,41,8,Sorghum bicolor,PI569097,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,39620,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 45 Column 8,45,8,Sorghum bicolor,PI157035,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,32720,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 3 Column 7,3,7,Sorghum bicolor,PI569447,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,20690,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 4 Column 5,4,5,Sorghum bicolor,PI569458,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,13670,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 4 Column 6,4,6,Sorghum bicolor,PI302252,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,35640,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 5 Column 14,5,14,Sorghum bicolor,PI653617,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16840,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 5 Column 15,5,15,Sorghum bicolor,PI152966,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16520,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 12 Column 7,12,7,Sorghum bicolor,PI213900,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,14250,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 16 Column 5,16,5,Sorghum bicolor,PI506069,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,27770,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 17 Column 5,17,5,Sorghum bicolor,PI329394,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,23570,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 19 Column 5,19,5,Sorghum bicolor,PI585461,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,25550,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 21 Column 7,21,7,Sorghum bicolor,PI570096,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,13420,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 26 Column 6,26,6,Sorghum bicolor,PI267573,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,17790,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 37 Column 5,37,5,Sorghum bicolor,PI569435,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,10850,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 39 Column 7,39,7,Sorghum bicolor,PI569462,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,15510,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 47 Column 6,47,6,Sorghum bicolor,PI569460,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,20230,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 48 Column 5,48,5,Sorghum bicolor,PI569447,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,14790,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 6 Column 14,6,14,Sorghum bicolor,PI152751,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26770,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 8 Column 13,8,13,Sorghum bicolor,PI154750,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26540,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 8 Column 14,8,14,Sorghum bicolor,PI521280,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,19480,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 22 Column 14,22,14,Sorghum bicolor,PI569462,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,36050,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 25 Column 14,25,14,Sorghum bicolor,PI455221,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,31200,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 29 Column 12,29,12,Sorghum bicolor,PI641892,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,30370,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 33 Column 15,33,15,Sorghum bicolor,PI221548,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,20850,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 34 Column 12,34,12,Sorghum bicolor,PI569445,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,11700,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 37 Column 12,37,12,Sorghum bicolor,PI563222,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,14100,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 37 Column 15,37,15,Sorghum bicolor,PI152591,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,9668,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 42 Column 13,42,13,Sorghum bicolor,PI569420,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,6461,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 44 Column 12,44,12,Sorghum bicolor,PI563032,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,11430,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 45 Column 14,45,14,Sorghum bicolor,PI570091,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22090,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 48 Column 12,48,12,Sorghum bicolor,PI563009,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,12880,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 48 Column 15,48,15,Sorghum bicolor,PI329864,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23260,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 50 Column 14,50,14,Sorghum bicolor,PI534165,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,11430,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 51 Column 12,51,12,Sorghum bicolor,PI655983,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,29190,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 19 Column 13,19,13,Sorghum bicolor,PI329310,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,28610,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 21 Column 3,21,3,Sorghum bicolor,PI329570,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,24900,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 29 Column 13,29,13,Sorghum bicolor,PI144134,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,39320,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 2 Column 2,2,2,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,15910,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 2 Column 10,2,10,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,11510,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 3 Column 3,3,3,Sorghum bicolor,PI22913,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17350,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 4 Column 3,4,3,Sorghum bicolor,PI646251,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,6660,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 5 Column 4,5,4,Sorghum bicolor,PI525049,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26000,kg/ha,manual
